Media,title,article
Two other red-state Democratic senators, Missouri's Claire McCaskill and Montana's Jon Tester, oppose the judge, but offered reasons other than Ms. Ford's accusations. Indiana's Joe Donnelly may find himself in a pickle. He came out against Judge Kavanaugh over Ms. Ford's claim and said it ""should be investigated by the FBI."" But if the FBI cannot corroborate the accusations, Mr. Donnelly can be hammered for rushing to judgment on Mr. Kavanaugh without waiting for the evidence he asked for.

In purple states such as Arizona, Florida and Nevada, this issue will cut more evenly between the parties. GOP candidates there must emphasize that the hearings were a mess that could have been avoided if Mrs. Feinstein turned over Ms. Ford's letter promptly. That way her privacy could have been protected and the charges examined in the FBI's normal process.

It would have been better for Ms. Ford, Judge Kavanaugh and the country if regular order had been followed. But Democrats refused. Now America will have to live with the ugly consequences, which will only be made worse if a good man is kept from the bench by an uncorroborated charge promoted by a party that specializes in last-minute character assassination."

wsj,U.S. News: Kavanaugh Vote to Test Murkowski,"ANCHORAGE -- The nomination fight over Supreme Court nominee Brett Kavanaugh is testing the independent streaks of several moderate senators, including Alaska's Lisa Murkowski whose extraordinary, write-in re-election victory eight years ago has left her less shackled to the party hierarchy.

Ms. Murkowski this week dismissed demands to act quickly on the nomination. Senate Majority Leader Mitch McConnell (R., Ky.) has said that he plans to vote soon after the expected release of a Federal Bureau of Investigation probe into allegations of sexual assault and misconduct leveled against the nominee.

""He talked about a vote last week, too,"" Ms. Murkowski said.

To prevail, Mr. McConnell can lose only one Republican if all Democrats oppose the nominee, who has denied the allegations against him. Three Republicans are undecided: Ms. Murkowski as well as Sens. Jeff Flake of Arizona and Susan Collins of Maine.

While Ms. Collins and Mr. Flake have been in the spotlight, particularly because of his decision to broker a Judiciary Committee deal to allow time for the FBI probe, Ms. Murkowski has been able to minimize attention in Washington.

In an interview Tuesday with Alaska Public Media, Ms. Murkowski called the volume of constituent feedback unprecedented. ""All of the voice-mail boxes are literally filled within the first hour,"" she said. ""We've hired additional staff to do nothing more than sort through the volume of calls that have come in overnight.""

Her final decision on the nomination is complicated because it touches many forces that animate her politics. Ms. Murkowski, 61, has a history of prioritizing women's causes, and polls show a sharp gender gap in which a plurality of women oppose Judge Kavanaugh while men support him. But as one of the last remaining swing votes, she also uses her power cautiously, tending to break with her party only to help Alaska. That was the case when she voted against a GOP attempt to repeal the Affordable Care Act partly because of threatened Medicaid cuts and against school-choice advocate Betsy DeVos to run the Education Department because of threats to rural public-school budgets. The Republican senator stayed with the herd when the GOP last year drove through a sweeping, $1.5 trillion tax cut.

""Lisa is on this kind of teeter-totter,"" said Ivan Moore, an Anchorage polling expert. ""Whenever it totters too much to one side, she throws some red meat to the other side.""

In Alaska, the battle for her vote is becoming pitched. On the left, her office has been barraged with emails, letters and calls from unions, tribes, women's groups and others opposing Judge Kavanaugh's confirmation on multiple grounds. This week, about 100 women representing the groups were scheduled to make the 3,400-mile flight to Washington to register their views in person.

""She voted the right way on health care and we want to make sure she does so again,"" said Kim Hays, deputy political director for the Alaska AFL-CIO, which opposes Judge Kavanaugh partly on the basis of past rulings in which the group says he often sided with employers over workers.

Meanwhile, 39 leaders of the Alaska Republican Party signed a letter to Ms. Murkowski asking that she vote in favor of the judge at a meeting last month in Wasilla.

""I will be sorely disappointed if she doesn't, and shocked,"" said Tuckerman Babcock, chairman of the state party.

The push-and-pull has given Ms. Murkowski leverage. She owes little to the GOP establishment; she was left for dead in her 2010 race, when she lost a Republican primary but mounted a successful write-in campaign with the help of traditional Democratic constituencies like women and Alaska Natives.

A survey completed on Sept. 25 by Mr. Moore's Alaska Survey Research found she has a higher approval rating among Democrats than Republicans, in large part because she is a centrist Republican in a state party dominated by conservatives. Mr. Moore's survey of likely Alaska voters found 46.5% of them would like for Ms. Murkowski to vote yes on Judge Kavanaugh while 43.4% said no and 10% were undecided.
